iter	MultiClass
206	0.4031012836
207	0.4020121073
208	0.4010205901
209	0.4000913395
210	0.3989405282
211	0.3981935108
212	0.3974239216
213	0.3964125492
214	0.3953397831
215	0.3945270018
216	0.3932217472
217	0.3924578745
218	0.3913599962
219	0.3907622684
220	0.3898365912
221	0.3888542401
222	0.3877314128
223	0.3860906549
224	0.3849885536
225	0.3842734266
226	0.3831899051
227	0.3822077317
228	0.3812939336
229	0.3800559092
230	0.3789373494
231	0.3783800309
232	0.377272159
233	0.3764064906
234	0.3748556985
235	0.3738035522
236	0.37285697
237	0.3719778118
238	0.3710694782
239	0.370399406
240	0.369601604
241	0.3687339711
242	0.3679709722
243	0.3670375869
244	0.3656034259
245	0.3644074891
246	0.3637914867
247	0.3631242662
248	0.361857152
249	0.3608305229
250	0.3600193899
251	0.3592658121
252	0.3585902555
253	0.3581715607
254	0.3567546607
255	0.3558825508
256	0.3550391301
257	0.354304098
258	0.3534995932
259	0.3527959406
260	0.3517932259
261	0.3507530527
262	0.3494728868
263	0.3487329081
264	0.34816941
265	0.3473565574
266	0.3460241116
267	0.3448894993
268	0.3438769439
269	0.3432167898
270	0.3421482071
271	0.3413901739
272	0.3402595924
273	0.339098276
274	0.3386302542
275	0.3379612956
276	0.3369241193
277	0.3361350543
278	0.3352043067
279	0.3346155692
280	0.3339303094
281	0.3333920207
282	0.3327752151
283	0.3323209317
284	0.3313776194
285	0.330370885
286	0.3298217867
287	0.32877835
288	0.3279628283
289	0.3275044533
290	0.3269355415
291	0.3263513536
292	0.3255972203
293	0.3245924393
294	0.3239204168
295	0.3229291431
296	0.3218616307
297	0.3211647973
298	0.3203880989
299	0.3196217823
300	0.3191644174
301	0.3181998168
302	0.317295752
303	0.316604414
304	0.3157540392
305	0.3146921386
306	0.3139042057
307	0.3129760797
308	0.3123597467
309	0.3117525519
310	0.3108817158
311	0.310053549
312	0.3089281001
313	0.3083261809
314	0.3075968118
315	0.3067296874
316	0.3059714931
317	0.3052910262
318	0.3047329189
319	0.303680443
320	0.303165772
321	0.3026292298
322	0.3017417562
323	0.3009407762
324	0.3004537102
325	0.2996511701
326	0.2991559584
327	0.2984027547
328	0.2976389928
329	0.2969409193
330	0.2961437411
331	0.2951277441
332	0.2943255827
333	0.2938663254
334	0.2928360249
335	0.291616927
336	0.2908345293
337	0.2904380765
338	0.2898201206
339	0.2891928532
340	0.288115137
341	0.287328441
342	0.286623229
343	0.2856899621
344	0.2850342714
345	0.2841937551
346	0.283270307
347	0.2826146036
348	0.2819877505
349	0.2813962686
350	0.280776872
351	0.2803843504
352	0.2797759586
353	0.2795028728
354	0.2786862984
355	0.2778843795
356	0.2774161746
357	0.2769343319
358	0.2765050424
359	0.2758726114
360	0.2747904708
361	0.274264569
362	0.2736184266
363	0.2730660095
364	0.2725525644
365	0.272222179
366	0.2718640324
367	0.2711157452
368	0.2702823139
369	0.2698777382
370	0.269203075
371	0.2680637086
372	0.2677413874
373	0.2673927309
374	0.2665147855
375	0.2661146297
376	0.2654335433
377	0.2650158527
378	0.2643820059
379	0.2633041014
380	0.262852392
381	0.2621482077
382	0.2617517425
383	0.2613162649
384	0.2607005293
385	0.2601048529
386	0.2593884829
387	0.2585186186
388	0.2578740676
389	0.2570431067
390	0.256583665
391	0.2561730599
392	0.255781025
393	0.254967779
394	0.2545291066
395	0.2540393551
396	0.2537095803
397	0.2529955953
398	0.252177152
399	0.2516115606
400	0.2509506474
401	0.2502671161
402	0.2496295582
403	0.2487400378
404	0.2482174138
405	0.2478347243
406	0.247529906
407	0.2471328311
408	0.24651485
409	0.2459677366
410	0.2456123877
411	0.2454539864
412	0.2449073648
413	0.2442384025
414	0.2439611843
415	0.2434185786
416	0.2426660522
417	0.2420549133
418	0.2416452767
419	0.240987045
420	0.2407012139
421	0.2398462087
422	0.2393101215
423	0.2388811737
424	0.2386462521
425	0.2382092901
426	0.2379710317
427	0.2375381587
428	0.236979659
429	0.2364293522
430	0.2358332103
431	0.2355699721
432	0.235055732
433	0.2345009761
434	0.2339848102
435	0.2335179191
436	0.2330622443
437	0.2324531109
438	0.2316426165
439	0.2310524804
440	0.230537592
441	0.230130261
442	0.2295940985
443	0.2292612401
444	0.2290053936
445	0.2285269366
446	0.2275127752
447	0.2272620762
448	0.2267816277
449	0.2262087626
450	0.2258146127
451	0.2254878212
452	0.2250722637
453	0.2243669618
454	0.2239362146
455	0.2234532839
456	0.2232558812
457	0.2227308716
458	0.2224929621
459	0.2220261043
460	0.2214649651
461	0.2208091755
462	0.2199879964
463	0.2196296947
464	0.2186966299
465	0.2182328759
466	0.2176518021
467	0.2172308849
468	0.2165981655
469	0.2160889171
470	0.2156025365
471	0.2151362806
472	0.2146303846
473	0.2141645913
474	0.2138516642
475	0.2130803654
476	0.2127336804
477	0.2124011173
478	0.2120934734
479	0.2116254212
480	0.2112518408
481	0.2110457348
482	0.210621078
483	0.210201798
484	0.2096261682
485	0.2092533504
486	0.2088742523
487	0.2082852924
488	0.2078618255
489	0.2073594856
490	0.207107751
491	0.2067541359
492	0.2064581981
493	0.2061225094
494	0.2057233547
495	0.2054763546
496	0.2050271114
497	0.2047073311
498	0.2044865125
499	0.2041881252
500	0.2037896806
501	0.2033702161
502	0.2031041385
503	0.202657599
504	0.2023598145
505	0.2017716121
506	0.2011520715
507	0.2008803696
508	0.2003780399
509	0.1998947606
510	0.1995721112
511	0.1990416258
512	0.1986715041
513	0.1982649348
514	0.1977470584
515	0.1973234158
516	0.1970318323
517	0.1967074228
518	0.1962551312
519	0.1958443572
520	0.1954628756
521	0.1951115518
522	0.194711618
523	0.1943486617
524	0.1941965695
525	0.193952071
526	0.1935993886
527	0.1931445641
528	0.1928272498
529	0.1925923378
530	0.192073083
531	0.1916868269
532	0.1912558946
533	0.1909416188
534	0.190759123
535	0.1904138307
536	0.1901696262
537	0.1899168688
538	0.1894525504
539	0.1891636977
540	0.1889482151
541	0.1886237654
542	0.1881698792
543	0.1877207126
544	0.1873524755
545	0.1870145683
546	0.1867354247
547	0.186279826
548	0.1859711933
549	0.1855895279
550	0.1852802329
551	0.1849769665
552	0.1846393439
553	0.1842131533
554	0.1838769521
555	0.1837108741
556	0.1834600966
557	0.1830869891
558	0.1826132745
559	0.1821348083
560	0.1820083356
561	0.1815278553
562	0.1813332475
563	0.1810152878
564	0.1806603289
565	0.1804044343
566	0.1801973177
567	0.1800128528
568	0.17955958
569	0.1791311544
570	0.1786416412
571	0.1782788644
572	0.1780019524
573	0.1777442427
574	0.1774767807
575	0.1773498122
576	0.1770624678
577	0.1765167679
578	0.1762917934
579	0.1760143228
580	0.1756867342
581	0.1753124323
582	0.1749743943
583	0.1747224039
584	0.1743613897
585	0.1741217473
586	0.1738553327
587	0.1735065814
588	0.1731904859
589	0.1728381245
590	0.1725105312
591	0.1721677241
592	0.1719196648
593	0.1716911586
594	0.1713182745
595	0.1710080271
596	0.170806594
597	0.1704917836
598	0.1701478804
599	0.1700093122
600	0.1695794687
601	0.1693462198
602	0.1690080851
603	0.1687150036
604	0.1684779349
605	0.1683127577
606	0.1680579856
607	0.1677268506
608	0.1674620562
609	0.1671401186
610	0.1669848853
611	0.1667933596
612	0.1664140203
613	0.1660288353
614	0.1657077807
615	0.1654728348
616	0.1651451258
617	0.1647039872
618	0.1643722784
619	0.1640942159
620	0.1636844892
621	0.1634098882
622	0.1629991176
623	0.1628702292
624	0.1625428773
625	0.1623292211
626	0.1619357302
627	0.1617070596
628	0.1613454011
629	0.1610278089
630	0.1607169582
631	0.16045483
632	0.16022799
633	0.1599292435
634	0.1595876851
635	0.1594002365
636	0.1592343132
637	0.1589296682
638	0.1586653867
639	0.1584005015
640	0.1582168081
641	0.1578774075
642	0.1575537424
643	0.1571685547
644	0.1568420518
645	0.1564749084
646	0.1561256675
647	0.1558933151
648	0.1555474555
649	0.1552703192
650	0.1550089139
651	0.1546289208
652	0.1543339408
653	0.1539405352
654	0.1536229856
655	0.1533660165
656	0.1530631872
657	0.1528192249
658	0.1525698508
659	0.1523585697
660	0.1520461245
661	0.1518157017
662	0.1515236705
663	0.1513586501
664	0.1511635336
665	0.151009396
666	0.1507280664
667	0.1504400791
668	0.1501729313
669	0.1497951159
670	0.1495965473
671	0.1493417819
672	0.148996951
673	0.148552776
674	0.1484431153
675	0.1481385326
676	0.1478708218
677	0.1475860778
678	0.147263239
679	0.146963242
680	0.1467330386
681	0.1465149052
682	0.1462606252
683	0.1461591366
684	0.1460130044
685	0.1456609509
686	0.1453698847
687	0.1451324636
688	0.1448830432
689	0.1445223885
690	0.1441864814
691	0.1439429331
692	0.1435850786
693	0.1432437973
694	0.1430284798
695	0.1428373795
696	0.1425684381
697	0.1423776436
698	0.1422248112
699	0.141980646
700	0.1415724461
701	0.141432237
702	0.1411493681
703	0.1408853957
704	0.1405220938
705	0.14030238
706	0.1399568457
707	0.1396884837
708	0.1395242216
709	0.1392916427
710	0.1390819991
711	0.1388817466
712	0.1386342838
713	0.1385467351
714	0.1383730199
715	0.1382117491
716	0.1380589915
717	0.1379139422
718	0.1377285653
719	0.1375523034
720	0.1373711445
721	0.1370632228
722	0.1368193669
723	0.1365598821
724	0.1364372441
725	0.1362806258
726	0.1360594964
727	0.1357387067
728	0.1355669235
729	0.1352538621
730	0.1349725352
731	0.1348542413
732	0.1347016549
733	0.1345557664
734	0.1342852689
735	0.1341045386
736	0.1338901033
737	0.1336762086
738	0.1334695111
739	0.1332228525
740	0.1329898485
741	0.132806093
742	0.1325193044
743	0.1322622404
744	0.1320581249
745	0.1318547285
746	0.1317274872
747	0.1316177695
748	0.131417342
749	0.1311579709
750	0.1309793631
751	0.1308577172
752	0.1305059983
753	0.1303149606
754	0.1300855073
755	0.1299432546
756	0.1297718925
757	0.1295844685
758	0.1293502529
759	0.1292584505
760	0.1289741255
761	0.1287110225
762	0.1285707376
763	0.1284077726
764	0.1282654541
765	0.1280402159
766	0.1278918848
767	0.1277556718
768	0.1275565063
769	0.1273261455
770	0.1271833169
771	0.1270638821
772	0.1268702551
773	0.1266480997
774	0.1264327331
775	0.1263429243
776	0.1260906754
777	0.1259736776
778	0.125688667
779	0.1254634317
780	0.1252511526
781	0.1251164118
782	0.1249808625
783	0.1247847363
784	0.124555954
785	0.1243865263
786	0.1241867111
787	0.1240488846
788	0.1237729354
789	0.1234948598
790	0.1231911113
791	0.1229976083
792	0.1228564947
793	0.1226411317
794	0.1224212044
795	0.1222179752
796	0.1220810052
797	0.1217917498
798	0.1216920312
799	0.1215519351
800	0.1213574329
801	0.1211838596
802	0.1210164949
803	0.1208389733
804	0.1206148119
805	0.1203692082
806	0.1202124093
807	0.120016242
808	0.1198210906
809	0.1195433376
810	0.1193521665
811	0.1192327072
812	0.1190192107
813	0.1188607598
814	0.1186963001
815	0.1185166834
816	0.1184401531
817	0.1183595808
818	0.118249036
819	0.1180780634
820	0.1178474168
821	0.1176347427
822	0.1174995086
823	0.1172816017
824	0.1171152459
825	0.117006604
826	0.1168473795
827	0.1167278721
828	0.1166085775
829	0.1163679485
830	0.1162161954
831	0.1159749786
832	0.1158353602
833	0.1157966945
834	0.1156812547
835	0.1155501316
836	0.1153881995
837	0.1151858261
838	0.1150638888
839	0.1149782447
840	0.1148559163
841	0.1146455198
842	0.1145015764
843	0.1143078657
844	0.114198374
845	0.1140943675
846	0.1140233572
847	0.1138266399
848	0.1137268003
849	0.1136203783
850	0.1134300694
851	0.1132358476
852	0.1131239976
853	0.1129398193
854	0.1127628899
855	0.1125211161
856	0.1123535869
857	0.1122362174
858	0.1119981351
859	0.1118779237
860	0.1117417412
861	0.1115865584
862	0.1114876596
863	0.1114106201
864	0.111240896
865	0.1110781782
866	0.1109404778
867	0.1108217859
868	0.1105797358
869	0.1104625467
870	0.1103085563
871	0.1102032934
872	0.1100969284
873	0.1099333448
874	0.1098178895
875	0.1096422259
876	0.1094849092
877	0.1093453662
878	0.1092361254
879	0.1091225319
880	0.1090174224
881	0.1088970874
882	0.1087543189
883	0.1086259505
884	0.1084806439
885	0.1083705075
886	0.1082219007
887	0.1081172974
888	0.1080025765
889	0.107941611
890	0.1078459173
891	0.1077120727
892	0.1075252358
893	0.1074560974
894	0.1073457951
895	0.1072253073
896	0.1070811317
897	0.106918711
898	0.1067027168
899	0.106434106
900	0.1062665825
901	0.1061222829
902	0.1060158979
903	0.1059091289
904	0.1057930618
905	0.1057242739
906	0.1055919237
907	0.1055075878
908	0.1052793372
909	0.1051565589
910	0.1050040131
911	0.1048899988
912	0.1047869713
913	0.1046694384
914	0.1043316594
915	0.1042471364
916	0.1041200428
917	0.1040197848
918	0.1037989981
919	0.1036818072
920	0.1035439045
921	0.1033995556
922	0.1031759592
923	0.1029943997
924	0.1028717054
925	0.1026976322
926	0.1024639471
927	0.1023521296
928	0.1021850624
929	0.1020825269
930	0.1019157739
931	0.1017479807
932	0.1016217229
933	0.1014191728
934	0.1013340976
935	0.1011806432
936	0.101019559
937	0.1008328094
938	0.1006708239
939	0.1004449817
940	0.1003593577
941	0.1002800812
942	0.1001292778
943	0.1000085556
944	0.09985568177
945	0.09976476983
946	0.0996910946
947	0.09957571893
948	0.09947994093
949	0.09929092175
950	0.09912580573
951	0.0989955431
952	0.09888842922
953	0.09880028413
954	0.09861612752
955	0.09845543088
956	0.09834157772
957	0.09823313641
958	0.09810855471
959	0.09795831949
960	0.09781831137
961	0.09768187173
962	0.09752517753
963	0.09737158735
964	0.09727539517
965	0.09709802796
966	0.09702846596
967	0.09694573558
968	0.09687130589
969	0.09672863094
970	0.09662012097
971	0.09648393246
972	0.09638522914
973	0.09629463053
974	0.0962018284
975	0.09611850536
976	0.0960179046
977	0.09591622604
978	0.09579036705
979	0.09568548178
980	0.09557918147
981	0.09548607501
982	0.09534022788
983	0.09521418352
984	0.09515101179
985	0.09505364969
986	0.09496058571
987	0.09485518527
988	0.09474593721
989	0.09461676223
990	0.09449012633
991	0.09437057862
992	0.09430738802
993	0.09416225494
994	0.09393330504
995	0.09378670428
996	0.09357978634
997	0.09349200339
998	0.09336133388
999	0.09323926801
81
